Film,Année,Catégorie,Genre,Durée (min),Metascore,Score imdb,Nb votes,CA(gross)
Southland Tales,2006,12,"['Comedy', 'Drama', 'Mystery']",145,44,54.0,36894,275380
Le petit monde de Charlotte,2006,Tous Public,"['Animation', 'Adventure', 'Comedy']",97,68,63.0,36727,82985708
"Shaun le mouton, le film",2015,Tous publics,"['Animation', 'Adventure', 'Comedy']",85,81,73.0,36640,19375982
Régression,2015,12,"['Crime', 'Drama', 'Mystery']",106,32,57.0,36620,54734
Le chaos,2014,PG-13,"['Action', 'Fantasy', 'Sci-Fi']",110,12,31.0,36613,13998282
"Lucas, fourmi malgré lui",2006,Tous publics,"['Animation', 'Adventure', 'Comedy']",88,59,58.0,36611,28142535
Spun,2002,16,"['Comedy', 'Crime', 'Drama']",101,41,68.0,36598,410241
Hot Tub Time Machine 2,2015,R,"['Comedy', 'Mystery', 'Sci-Fi']",93,29,51.0,36586,12282677
Escrocs mais pas trop,2000,Tous publics,"['Comedy', 'Crime']",94,69,67.0,36526,17071230
The Rocker,2008,Tous Public,"['Comedy', 'Music']",102,53,62.0,36505,6409528
The Hunter,2011,R,"['Adventure', 'Drama', 'Thriller']",102,63,67.0,36495,176432
La Malédiction de la Dame blanche,2019,12,"['Horror', 'Mystery', 'Thriller']",93,41,53.0,36476,54733739
Boy A,2007,R,['Drama'],102,75,76.0,36467,106368
Apparitions,2002,Tous publics,"['Drama', 'Fantasy', 'Mystery']",104,25,61.0,36456,30063805
The Sex List,2013,R,"['Comedy', 'Romance']",104,61,58.0,36435,3447339
Anon,2018,16,"['Crime', 'Sci-Fi', 'Thriller']",100,54,61.0,3,NaN
Middle Men,2009,R,"['Comedy', 'Crime', 'Drama']",105,60,68.0,36390,723714
Le rôle de ma vie,2014,R,"['Comedy', 'Drama']",106,43,67.0,36371,3588432
Severance,2006,12,"['Comedy', 'Horror', 'Thriller']",96,62,65.0,36358,136432
The Stanford Prison Experiment,2015,R,"['Biography', 'Drama', 'History']",122,67,69.0,36324,643557
Next Friday,2000,Tous publics,['Comedy'],98,41,62.0,36322,57328603
Danny Balint,2001,Tous publics,['Drama'],98,75,72.0,36312,406035
La colocataire,2011,NaN,"['Drama', 'Mystery', 'Thriller']",94,23,48.0,36283,37300107
The Silence,2019,16,"['Drama', 'Horror', 'Sci-Fi']",90,25,53.0,3,NaN
Coeurs perdus en Atlantide,2001,Tous publics,"['Drama', 'Mystery']",101,55,69.0,36238,24185781
After.Life,2009,R,"['Drama', 'Mystery', 'Thriller']",104,36,59.0,36170,108229
Promised Land,2012,R,['Drama'],106,55,66.0,36151,7597898
Les 2 font la 'père',2009,Tous Public,"['Comedy', 'Family']",88,19,54.0,36073,49492060
Soul Kitchen,2009,NaN,"['Comedy', 'Drama']",99,76,73.0,36052,274385
Kill List,2011,16,"['Action', 'Crime', 'Horror']",95,67,64.0,36022,26297
The Hottie & the Nottie,2008,PG-13,"['Comedy', 'Romance']",91,7,19.0,36019,27696
Esprit libre,2004,Tous Public,"['Comedy', 'Romance']",101,46,61.0,35991,12189514
John Dies at the End,2012,R,"['Comedy', 'Fantasy', 'Horror']",99,53,64.0,35950,141307
Chopper,2000,16,"['Biography', 'Crime', 'Drama']",94,65,72.0,35914,234259
Match en famille,2005,PG,"['Comedy', 'Family', 'Romance']",95,45,56.0,35887,52580895
Personal Shopper,2016,Tous publics,"['Drama', 'Mystery', 'Thriller']",105,77,61.0,35880,1305195
Ghost in the Shell 2: Innocence,2004,Tous publics,"['Animation', 'Action', 'Drama']",100,66,75.0,35866,1043896
Cargo,2017,16,"['Drama', 'Horror', 'Sci-Fi']",105,65,63.0,3,NaN
Le prix du silence,2008,R,"['Crime', 'Drama', 'Mystery']",108,64,72.0,35850,3045
Bienvenue à Cedar Rapids,2011,R,['Comedy'],87,70,62.0,35841,6857503
Greenberg,2010,R,"['Comedy', 'Drama', 'Romance']",107,76,61.0,35808,4216789
Paradise Lost,2006,R,"['Horror', 'Mystery', 'Thriller']",93,36,54.0,35793,7025803
Brimstone,2016,16,"['Drama', 'Mystery', 'Thriller']",148,45,71.0,3,NaN
Love and Other Lessons,2012,PG-13,"['Comedy', 'Drama', 'Romance']",97,55,67.0,35727,317190
House of the Dead,2003,R,"['Action', 'Adventure', 'Horror']",90,15,20.0,35722,10249719
V/H/S/2,2013,R,"['Horror', 'Thriller']",96,49,60.0,35711,21833
The Salvation,2014,Tous publics,"['Drama', 'Western']",92,64,67.0,35695,5000
La famille Savage,2007,R,"['Comedy', 'Drama']",114,85,71.0,35651,6610326
Hollywood Homicide,2003,Tous publics,"['Action', 'Comedy', 'Crime']",116,47,53.0,35639,30013346
"Love & Mercy, la véritable histoire de Brian Wilson des Beach Boys",2014,Tous Public,"['Biography', 'Drama', 'Music']",121,80,74.0,35591,12547189
Blair Witch 2: Le Livre des ombres,2000,12,"['Adventure', 'Fantasy', 'Horror']",90,15,39.0,35552,26437094
Face à Face,2013,R,"['Action', 'Drama', 'Thriller']",91,25,54.0,35547,27713
La Légende de Despereaux,2008,Tous publics,"['Animation', 'Adventure', 'Comedy']",93,53,61.0,35541,50877145
We Are Your Friends,2015,Tous publics,"['Drama', 'Music', 'Romance']",96,46,62.0,35529,3590010
Carton rouge,2001,R,"['Comedy', 'Crime', 'Drama']",99,45,65.0,35520,92770
La famille Black à Beverly Hills,2016,R,"['Comedy', 'Horror']",94,26,48.0,35517,9093856
Paperboy,2012,12,"['Crime', 'Drama', 'Mystery']",107,45,58.0,35504,692640
Traîné sur le bitume,2018,Tous publics,"['Action', 'Crime', 'Drama']",158,60,70.0,3,NaN
"Lizzie McGuire, le film",2003,Tous publics,"['Adventure', 'Comedy', 'Family']",94,56,55.0,35414,42672630
Spider,2002,12,"['Drama', 'Mystery', 'Thriller']",98,83,68.0,35381,1641788
Mariage à l'anglaise,2013,Tous publics,"['Comedy', 'Romance']",97,50,57.0,35372,32514
Defendor: héros ou zéro,2009,R,"['Comedy', 'Crime', 'Drama']",101,57,68.0,35349,44462
The Human Centipede II (Full Sequence),2011,NaN,"['Crime', 'Horror']",91,17,38.0,35310,122890
Ondskan,2003,NaN,['Drama'],113,61,78.0,35309,15280
Petits meurtres à l'anglaise,2010,Tous Public,"['Action', 'Comedy', 'Crime']",98,41,68.0,35296,117190
Man of Tai Chi,2013,Tous publics,"['Action', 'Drama']",105,52,61.0,35295,100144
La bande à Baader,2008,Tous publics,"['Action', 'Biography', 'Crime']",150,76,74.0,35281,476270
The 33,2015,Tous Public,"['Biography', 'Drama', 'History']",127,55,69.0,35271,12188642
Revenge,2017,12,"['Action', 'Horror', 'Thriller']",108,81,64.0,35192,102091
Fashion maman,2004,Tous Public,"['Comedy', 'Drama', 'Romance']",119,38,60.0,35167,37486138
Sans issue,2012,Tous publics,"['Action', 'Adventure', 'Thriller']",93,22,49.0,35153,3749061
The Divide,2011,12,"['Drama', 'Horror', 'Sci-Fi']",112,28,58.0,35143,22000
"Maman, j'ai raté ma vie",2012,Tous Public,"['Comedy', 'Drama']",95,50,57.0,35131,37134215
La crypte,2005,12,"['Action', 'Adventure', 'Horror']",97,30,51.0,35069,15007991
Mustang,2015,Tous publics,['Drama'],97,83,76.0,35064,845464
Cake,2014,Tous publics,['Drama'],102,49,64.0,35040,1873547
Instalife,2017,R,"['Comedy', 'Drama']",98,71,66.0,35000,3024308
"McFarland, USA",2015,PG,"['Biography', 'Drama', 'Sport']",129,60,74.0,34959,44469602
The One I Love,2014,R,"['Comedy', 'Drama', 'Romance']",91,66,71.0,34942,511635
The Ringer,2005,Tous Public,"['Comedy', 'Sport']",94,46,58.0,34933,35424335
The Last Days on Mars,2013,12,"['Adventure', 'Horror', 'Sci-Fi']",98,46,55.0,34911,23838
Kill Your Darlings: Obsession meurtrière,2013,R,"['Biography', 'Drama', 'Romance']",104,65,65.0,34910,1029949
L'honneur du dragon,2005,Tous publics,"['Action', 'Crime', 'Drama']",111,52,71.0,34902,11905519
"Moi, toi et tous les autres",2005,R,"['Comedy', 'Drama']",91,76,73.0,34879,3885134
Maniac,2012,16,"['Horror', 'Thriller']",89,47,61.0,34870,20551
Filles de bonne famille,2003,Tous publics,"['Comedy', 'Drama', 'Romance']",92,33,62.0,34862,36922190
Mr. Woodcock,2007,Tous Public,"['Comedy', 'Romance', 'Sport']",87,41,51.0,34835,25628629
Lucia et le sexe,2001,12,"['Drama', 'Romance']",128,65,71.0,34828,1490177
Fog,2005,Tous publics,"['Horror', 'Mystery']",100,27,37.0,34790,29511112
Nowhere Boy,2009,R,"['Biography', 'Drama', 'Music']",98,67,71.0,34784,1445366
Méchant menteur,2002,Tous publics,"['Adventure', 'Comedy', 'Family']",88,36,54.0,34779,47811275
Paranoïa,2013,PG-13,"['Drama', 'Thriller']",106,32,57.0,34730,7376027
Le marchand de Venise,2004,Tous Public,"['Drama', 'Romance']",131,63,70.0,34721,3765585
Devil Inside,2012,12,['Horror'],83,18,42.0,34674,53261944
Les contes de Terremer,2006,Tous publics,"['Animation', 'Adventure', 'Fantasy']",115,47,64.0,34625,48461
Bronx à Bel Air,2003,Tous Public,['Comedy'],105,39,56.0,34596,132716677
The Invisible,2007,Tous publics,"['Crime', 'Drama', 'Fantasy']",102,36,62.0,34575,20568319
Les oubliés,2015,Tous publics avec avertissement,"['Drama', 'History', 'War']",100,75,78.0,34543,435266
"Rochester, le dernier des libertins",2004,Tous publics,"['Biography', 'Drama', 'History']",114,44,63.0,34491,4835065
The Perfection,2018,16,"['Drama', 'Horror', 'Thriller']",90,60,61.0,3,NaN
Birth,2004,Tous publics,"['Drama', 'Fantasy', 'Mystery']",100,50,61.0,34451,5005883
Pierre Lapin,2018,Tous publics,"['Adventure', 'Comedy', 'Family']",95,51,66.0,34426,115253424
Un choix,2016,PG-13,"['Drama', 'Romance']",111,26,66.0,34393,18709066
Black Sea,2014,Tous publics,"['Action', 'Adventure', 'Drama']",114,62,64.0,34385,1171559
Hit & Run,2012,Tous publics,"['Action', 'Comedy']",100,50,61.0,34357,13746550
102 dalmatiens,2000,Tous publics,"['Adventure', 'Comedy', 'Family']",100,35,49.0,34355,66957026
Serenity,2019,13,"['Drama', 'Mystery', 'Thriller']",106,37,54.0,34328,8547045
La couleur de la victoire,2016,Tous publics,"['Biography', 'Drama', 'Sport']",134,56,71.0,34320,19097994
Back to school,2018,Tous publics,['Comedy'],111,43,56.0,34292,77339130
Bully,2001,16,"['Biography', 'Crime', 'Drama']",108,45,69.0,34259,1537670
Les passagers,2008,PG-13,"['Romance', 'Thriller']",93,40,59.0,34227,270659
After,2019,Tous publics,"['Drama', 'Romance']",105,30,53.0,34200,12138565
Scream Girl,2015,PG-13,"['Comedy', 'Drama', 'Fantasy']",91,59,66.0,3,NaN
La malédiction de Chucky,2013,16,"['Horror', 'Thriller']",97,58,56.0,3,NaN
Sierra Burgess Is a Loser,2018,7,"['Comedy', 'Drama', 'Romance']",105,60,58.0,3,NaN
La colline aux coquelicots,2011,Tous Public,"['Animation', 'Drama', 'Family']",91,71,74.0,34009,1002895
BloodRayne,2005,16,"['Action', 'Fantasy', 'Horror']",95,18,29.0,33976,2405420
The Wife,2017,R,['Drama'],99,77,72.0,33942,9601092
La dernière légion,2007,Unrated,"['Action', 'Adventure', 'War']",101,37,54.0,33926,5932060
Cold in July: Juillet de sang,2014,12,"['Crime', 'Thriller']",109,73,68.0,33874,414623
Rubber,2010,Tous publics,"['Comedy', 'Fantasy', 'Horror']",82,59,58.0,33869,98017
Girls Trip,2017,Tous publics,"['Adventure', 'Comedy', 'Drama']",122,71,62.0,33798,115171585
Guns Akimbo,2019,R,"['Action', 'Comedy', 'Thriller']",98,42,63.0,3,NaN
Maria pleine de grâce,2004,Tous publics,"['Crime', 'Drama']",101,87,74.0,33784,6517198
Paul Blart: Mall Cop 2,2015,PG,"['Action', 'Comedy', 'Crime']",94,13,44.0,33781,71038190
Entre les murs,2008,Tous publics,['Drama'],128,92,75.0,33728,3766595
The Messenger,2009,R,"['Drama', 'Romance', 'War']",113,77,71.0,33710,66637
Overboard,2018,Tous Public,"['Comedy', 'Romance']",112,42,60.0,33689,50316123
Annie,2014,Tous publics,"['Comedy', 'Drama', 'Family']",118,33,53.0,33661,85911262
Le bal de l'horreur,2008,12,"['Horror', 'Mystery']",88,17,39.0,33641,43869350
Cyrus,2010,R,"['Comedy', 'Drama', 'Romance']",91,74,63.0,33468,7455447
Le nouveau,2002,Tous Public,['Comedy'],88,24,59.0,33449,28972187
Femme fatale,2002,Tous publics,"['Crime', 'Drama', 'Mystery']",114,59,62.0,33407,6592103
Adam,2009,Tous publics,"['Comedy', 'Drama', 'Romance']",99,56,72.0,33385,2277396
Etats de choc,2007,R,"['Crime', 'Drama', 'Thriller']",95,37,68.0,33332,25775
L'illusionniste,2010,Tous publics,"['Animation', 'Drama', 'Family']",90,82,75.0,33324,2231474
Kidnap,2017,R,"['Action', 'Crime', 'Drama']",95,44,59.0,33294,30718107
Au pays du sang et du miel,2011,12,"['Drama', 'Romance', 'War']",127,56,45.0,33245,303877
Pur-sang,2017,Tous publics,"['Comedy', 'Crime', 'Drama']",92,75,67.0,33224,2830775
"L'exorciste, au commencement",2004,12,"['Horror', 'Mystery', 'Thriller']",114,30,52.0,33216,41821986
Opération funky,2002,Tous publics,"['Action', 'Comedy']",86,69,58.0,33200,38230435
"I Love You, Beth Cooper",2009,PG-13,"['Comedy', 'Romance']",102,32,53.0,33195,14793904
Togo,2019,Tous Public,"['Adventure', 'Biography', 'Drama']",113,69,80.0,3,NaN
L'Escadron Red Tails,2012,Tous Public,"['Action', 'Drama', 'History']",125,46,59.0,33168,49876377
Day Watch,2006,Tous publics,"['Action', 'Fantasy', 'Horror']",132,59,65.0,33148,450686
Admission,2013,Tous publics,"['Comedy', 'Drama', 'Romance']",108,48,57.0,33120,18004225
L'île de Nim,2008,Tous publics,"['Adventure', 'Family', 'Fantasy']",96,55,60.0,33118,48006503
Confidence,2003,R,"['Crime', 'Thriller']",97,59,67.0,33112,12212417
"Le bon, la brute et le cinglé",2008,Tous publics,"['Action', 'Adventure', 'Comedy']",139,69,73.0,33090,128486
Da 5 Bloods: Frères de sang,2020,16,"['Adventure', 'Drama', 'War']",154,82,65.0,3,NaN
Braquages,2001,Tous publics,"['Action', 'Crime', 'Drama']",109,66,65.0,33076,47239
13 Sins,2014,R,"['Horror', 'Thriller']",93,44,63.0,33069,9134
Splinter,2008,R,"['Horror', 'Sci-Fi', 'Thriller']",82,58,61.0,3,NaN
Le mystificateur,2003,Tous publics,"['Drama', 'History']",94,73,71.0,32993,2220008
Vivarium,2019,Tous publics avec avertissement,"['Comedy', 'Horror', 'Mystery']",97,64,58.0,3,NaN
[REC]³ Genesis,2012,12,"['Action', 'Comedy', 'Fantasy']",80,45,50.0,32928,8973
Le Cercle littéraire de Guernesey,2018,Tous publics,"['Drama', 'Romance', 'War']",124,65,74.0,3,NaN
The Killer Inside Me,2010,12,"['Crime', 'Drama', 'Thriller']",109,53,61.0,32860,214966
Les disparues,2003,R,"['Adventure', 'Thriller', 'Western']",137,55,65.0,32860,26900336
May,2002,16,"['Comedy', 'Drama', 'Horror']",93,58,66.0,32858,150277
24 Hour Party People,2002,Tous publics,"['Biography', 'Comedy', 'Drama']",117,85,73.0,32856,1130379
La prison de verre,2001,12,"['Crime', 'Drama', 'Mystery']",106,34,58.0,32790,18001232
Astro Boy,2009,Tous Public,"['Animation', 'Action', 'Comedy']",94,53,63.0,32784,19548064
Secrets de famille,2005,Tous publics,"['Comedy', 'Crime']",99,53,68.0,32780,1618957
The Innkeepers,2011,R,"['Drama', 'Horror', 'Mystery']",101,64,54.0,32770,77501
Bug,2006,12,"['Drama', 'Horror', 'Thriller']",102,62,61.0,32755,7006708
Larguées,2017,R,"['Action', 'Adventure', 'Comedy']",90,45,45.0,32753,45825314
Nurse Betty,2000,Tous publics,"['Comedy', 'Crime', 'Drama']",110,69,61.0,32746,25167270
Les Looney Tunes passent à l'action,2003,Tous publics,"['Animation', 'Adventure', 'Comedy']",93,64,57.0,32732,20991364
Hubie Halloween,2020,7,"['Comedy', 'Fantasy', 'Mystery']",102,53,52.0,3,NaN
Arthur et les Minimoys,2006,Tous publics,"['Animation', 'Adventure', 'Comedy']",94,39,60.0,32719,15132763
Capitaine Corelli,2001,Tous publics,"['Drama', 'Music', 'Romance']",131,36,59.0,32690,25543895
Cody Banks: agent secret,2003,Tous publics,"['Action', 'Adventure', 'Comedy']",102,41,51.0,32684,47811138
Yéti & Compagnie,2018,Tous publics,"['Animation', 'Adventure', 'Comedy']",96,60,66.0,32681,83240103
Drumline,2002,Tous Public,"['Comedy', 'Drama', 'Romance']",118,63,58.0,32681,56399184
The Wave,2015,Tous publics avec avertissement,"['Drama', 'Thriller']",105,68,67.0,32672,176637
Jugez-moi coupable,2006,Tous publics,"['Biography', 'Comedy', 'Crime']",125,65,70.0,32672,1173673
Jersey Boys,2014,Tous publics,"['Biography', 'Drama', 'Music']",134,54,68.0,32636,47034272
Hollywoodland,2006,Tous publics,"['Biography', 'Crime', 'Drama']",126,62,65.0,32613,14415222
The Nines,2007,R,"['Drama', 'Fantasy', 'Mystery']",100,52,63.0,32561,62745
Antwone Fisher,2002,PG-13,"['Biography', 'Drama']",120,62,73.0,32556,21078145
Aucun homme ni dieu,2018,16,"['Action', 'Drama', 'Thriller']",125,63,56.0,3,NaN
Chiens de paille,2011,R,"['Action', 'Drama', 'Thriller']",110,45,58.0,32485,10324441
Mère incontrôlable à la fac,2018,Tous Public,['Comedy'],105,46,56.0,32468,52856061
Summer of 84,2018,12,"['Drama', 'Horror', 'Mystery']",105,57,67.0,32420,85200
L'appel de la forêt,2020,Tous publics,"['Adventure', 'Drama', 'Family']",100,47,68.0,32370,62342368
Get Carter,2000,12,"['Action', 'Crime', 'Drama']",102,24,52.0,32361,14967182
Frères du désert,2002,PG-13,"['Action', 'Adventure', 'Drama']",132,49,65.0,32352,18306166
Joyeuse Fête des Mères,2016,Tous publics,"['Comedy', 'Drama', 'Romance']",118,18,57.0,32346,32463917
This Must Be the Place,2011,Tous publics,"['Comedy', 'Drama']",118,61,67.0,32250,142242
Lady Chance,2003,Tous publics,"['Drama', 'Romance']",101,69,69.0,32222,8243880
Alex Cross,2012,12,"['Action', 'Crime', 'Mystery']",101,30,52.0,32210,25888412
Sexy Dance 5: All in Vegas,2014,Tous Public,"['Drama', 'Music', 'Romance']",112,45,60.0,32204,14904384
Spirits,2008,Tous publics,"['Horror', 'Mystery', 'Thriller']",85,37,52.0,32178,25926543
"Everything, Everything",2017,Tous publics,"['Drama', 'Romance']",96,52,64.0,32153,34000284
The Marine,2006,PG-13,"['Action', 'Comedy', 'Drama']",92,45,47.0,32148,18843314
Code 8,2019,NaN,"['Action', 'Crime', 'Drama']",98,48,61.0,3,NaN
Le silence des ombres,2010,R,"['Horror', 'Mystery', 'Thriller']",112,28,61.0,3,NaN
Osmosis Jones,2001,Tous publics,"['Animation', 'Action', 'Adventure']",95,57,63.0,32063,13596911
The Endless,2017,Tous publics,"['Drama', 'Fantasy', 'Horror']",111,80,65.0,32029,272020
Che - 2ème partie - Guerilla,2008,NaN,"['Biography', 'Drama', 'History']",135,64,69.0,3,NaN
Rêve de champion,2002,Tous publics,"['Drama', 'Family', 'Sport']",127,72,69.0,31953,75600072
Jeune & Jolie,2013,12,"['Drama', 'Romance']",95,63,67.0,31950,48022
The Woodsman,2004,R,['Drama'],87,72,72.0,31950,40601
Perfect Mothers,2013,R,"['Drama', 'Romance']",112,37,62.0,31890,317125
L'Affaire Roman J.,2017,Tous publics,"['Crime', 'Drama', 'Thriller']",122,58,65.0,31879,11962712
Punch 119,2013,R,"['Action', 'Crime', 'Thriller']",99,49,61.0,31869,6787
Super Noël méga givré - Super Noël 3,2006,Tous Public,"['Adventure', 'Comedy', 'Family']",97,32,47.0,31848,84500122
Dracula 2001,2000,12,"['Action', 'Fantasy', 'Horror']",99,26,49.0,31833,33022767
Man of the Year,2006,Tous Public,"['Comedy', 'Drama', 'Romance']",115,39,62.0,31826,37442180
L'instinct de mort,2008,Tous publics,"['Action', 'Biography', 'Crime']",113,71,75.0,31822,551660
Shortbus,2006,16,"['Comedy', 'Drama']",101,64,64.0,31819,1985292
Fighting,2009,PG-13,"['Action', 'Crime', 'Drama']",105,61,56.0,31818,23036320
Donjons & dragons,2000,Tous publics,"['Action', 'Adventure', 'Fantasy']",107,14,36.0,31783,15220685
Igby,2002,Tous publics,"['Comedy', 'Drama']",98,72,69.0,31777,4681503
Hors limites,2001,12,"['Action', 'Crime', 'Thriller']",101,39,56.0,31772,51758599
Angel-A,2005,Tous publics,"['Comedy', 'Drama', 'Fantasy']",91,48,71.0,31747,202200
Terre-Neuve,2001,Tous publics,['Drama'],111,47,67.0,31709,11434216
Housebound,2014,NaN,"['Comedy', 'Horror', 'Mystery']",107,76,68.0,3,NaN
Jet Lag,2015,Tous publics,"['Comedy', 'Drama']",91,32,54.0,31688,10214013
Hedwig and the Angry Inch,2001,Tous publics,"['Comedy', 'Drama', 'Music']",95,85,77.0,31681,3029081
Les Incognitos,2019,Tous publics,"['Animation', 'Action', 'Adventure']",102,54,68.0,3,NaN
After the Wedding,2006,R,['Drama'],120,78,77.0,31603,412544
Tideland,2005,12,"['Drama', 'Fantasy', 'Horror']",120,26,65.0,31583,66453
Way of the Gun,2000,12,"['Action', 'Crime', 'Drama']",119,49,67.0,31581,6055661
Hold-Up$,2011,NaN,"['Comedy', 'Crime', 'Mystery']",87,37,64.0,31523,1098
Souvenirs de Marnie,2014,Tous publics,"['Animation', 'Drama', 'Family']",103,72,77.0,31507,765127
Under the Silver Lake,2018,Tous publics avec avertissement,"['Crime', 'Drama', 'Mystery']",139,60,65.0,31483,46083
Où le coeur nous mène,2000,Tous publics,"['Comedy', 'Drama', 'Romance']",120,30,68.0,31477,33771174
La théorie du chaos,2008,PG-13,"['Comedy', 'Drama', 'Romance']",87,44,66.0,31436,237958
2ème sous-sol,2007,16,"['Crime', 'Horror', 'Thriller']",98,37,59.0,31435,3992339
Les aventures de Shark Boy et Lava Girl,2005,Tous Public,"['Action', 'Adventure', 'Comedy']",93,38,36.0,31390,39177684
Confident Royal,2017,Tous publics,"['Biography', 'Drama', 'History']",111,58,68.0,31372,22245070
Choke,2008,Tous publics,"['Comedy', 'Drama']",92,47,64.0,31363,2926565
Seule contre tous,2010,R,"['Biography', 'Crime', 'Drama']",112,59,71.0,31357,1120914
Sous surveillance,2012,Tous publics,"['Drama', 'Thriller']",125,57,64.0,31355,5132442
Kai po che!,2013,NaN,"['Drama', 'Sport']",130,40,77.0,31352,1122527
